	cluster	instances	deposits	length
14199	['APV']	1	1	1
14200	['D7C']	1	1	1
14201	['D7G']	1	1	1
14202	['APQ']	1	1	1
14203	['D7H']	1	1	1
14204	['D7J']	1	1	1
14205	['D7M']	1	1	1
14206	['DDW']	1	1	1
14207	['9PX']	1	1	1
14208	['9PW']	1	1	1
14209	['9D6']	1	1	1
14210	['9CQ']	1	1	1
14211	['9CP']	1	1	1
14212	['9CM']	1	1	1
14213	['CTW']	1	1	1
14214	['9CK']	1	1	1
14215	['9D3']	1	1	1
14216	['9D4']	1	1	1
14217	['9E8']	1	1	1
14218	['CVQ']	1	1	1
14219	['9E5']	1	1	1
14220	['CUG']	1	1	1
14221	['9E3']	1	1	1
14222	['9E2']	1	1	1
14223	['CUP']	1	1	1
14224	['9DU']	1	1	1
14225	['9G1']	1	1	1
14226	['CUS']	1	1	1
14227	['CVE']	1	1	1
14228	['9CW']	1	1	1
14229	['CVA']	1	1	1
14230	['9FV']	1	1	1
14231	['9FS']	1	1	1
14232	['9FQ']	1	1	1
14233	['9FO']	1	1	1
14234	['CRZ']	1	1	1
14235	['9FG']	1	1	1
14236	['CSD']	1	1	1
14237	['9FC']	1	1	1
14238	['CTV']	1	1	1
14239	['CUX']	1	1	1
14240	['9F7']	1	1	1
14241	['9EB']	1	1	1
14242	['9D1']	1	1	1
14243	['9CZ']	1	1	1
14244	['9CY']	1	1	1
14245	['CRE']	1	1	1
14246	['9DH']	1	1	1
14247	['9QT']	1	1	1
14248	['CNP']	1	1	1
14249	['9IP']	1	1	1
14250	['CO9']	1	1	1
14251	['CNE']	1	1	1
14252	['CNF']	1	1	1
14253	['9HW']	1	1	1
14254	['9JG']	1	1	1
14255	['9HU']	1	1	1
14256	['9KB']	1	1	1
14257	['9DE']	1	1	1
14258	['CO7']	1	1	1
14259	['9K7']	1	1	1
14260	['9K6']	1	1	1
14261	['CP8']	1	1	1
14262	['CQ8']	1	1	1
14263	['CQD']	1	1	1
14264	['9K0']	1	1	1
14265	['CP5']	1	1	1
14266	['CP4']	1	1	1
14267	['9J2']	1	1	1
14268	['CP0']	1	1	1
14269	['9DB']	1	1	1
14270	['COJ']	1	1	1
14271	['9D7']	1	1	1
14272	['9DP']	1	1	1
14273	['COL']	1	1	1
14274	['9G3']	1	1	1
14275	['9G5']	1	1	1
14276	['9JF']	1	1	1
14277	['9JB']	1	1	1
14278	['COQ']	1	1	1
14279	['COV']	1	1	1
14280	['9J7']	1	1	1
14281	['COX']	1	1	1
14282	['9J5']	1	1	1
14283	['9J4']	1	1	1
14284	['9F6']	1	1	1
14285	['CT1']	1	1	1
14286	['CTK']	1	1	1
14287	['DFJ']	1	1	1
14288	['DD5']	1	1	1
14289	['DF6']	1	1	1
14290	['9OH']	1	1	1
14291	['DFE']	1	1	1
14292	['9OF']	1	1	1
14293	['9OE']	1	1	1
14294	['9OC']	1	1	1
14295	['9O7']	1	1	1
14296	['CTF']	1	1	1
14297	['DFK']	1	1	1
14298	['9O5']	1	1	1
14299	['9O3']	1	1	1
14300	['9O2']	1	1	1
14301	['9O1']	1	1	1
14302	['9NX']	1	1	1
14303	['DFM']	1	1	1
14304	['DD2']	1	1	1
14305	['DD1']	1	1	1
14306	['DCO']	1	1	1
14307	['9R8']	1	1	1
14308	['9PT']	1	1	1
14309	['9QW']	1	1	1
14310	['9QZ']	1	1	1
14311	['9RQ']	1	1	1
14312	['9RP']	1	1	1
14313	['9RO']	1	1	1
14314	['9RM']	1	1	1
14315	['9RL']	1	1	1
14316	['DE5']	1	1	1
14317	['DE9']	1	1	1
14318	['DDD']	1	1	1
14319	['9RD']	1	1	1
14320	['DDC']	1	1	1
14321	['DCH']	1	1	1
14322	['DCL']	1	1	1
14323	['DFQ']	1	1	1
14324	['DFW']	1	1	1
14325	['DFY']	1	1	1
14326	['DF2']	1	1	1
14327	['9KE']	1	1	1
14328	['9F1']	1	1	1
14329	['DKN']	1	1	1
14330	['CT2']	1	1	1
14331	['9EY']	1	1	1
14332	['9EX']	1	1	1
14333	['9ET']	1	1	1
14334	['CT7']	1	1	1
14335	['9ER']	1	1	1
14336	['9EP']	1	1	1
14337	['9EO']	1	1	1
14338	['CT9']	1	1	1
14339	['9EM']	1	1	1
14340	['CTA']	1	1	1
14341	['9EK']	1	1	1
14342	['DF3']	1	1	1
14343	['DF1']	1	1	1
14344	['9OQ']	1	1	1
14345	['9OR']	1	1	1
14346	['9PK']	1	1	1
14347	['DF8']	1	1	1
14348	['DF5']	1	1	1
14349	['9PF']	1	1	1
14350	['DEH']	1	1	1
14351	['DEI']	1	1	1
14352	['9PB']	1	1	1
14353	['9PA']	1	1	1
14354	['9P9']	1	1	1
14355	['DEJ']	1	1	1
14356	['DEL']	1	1	1
14357	['9P3']	1	1	1
14358	['DEV']	1	1	1
14359	['9OU']	1	1	1
14360	['9OT']	1	1	1
14361	['D56']	1	1	1
14362	['APL']	1	1	1
14363	['9JU']	1	1	1
14364	['AW2']	1	1	1
14365	['FSY']	1	1	1
14366	['AVL']	1	1	1
14367	['FSZ']	1	1	1
14368	['FT4']	1	1	1
14369	['AVH']	1	1	1
14370	['FT7']	1	1	1
14371	['FTB']	1	1	1
14372	['AVB']	1	1	1
14373	['FVY']	1	1	1
14374	['AW3']	1	1	1
14375	['FUE']	1	1	1
14376	['FVM']	1	1	1
14377	['AWT']	1	1	1
14378	['FVS']	1	1	1
14379	['FVV']	1	1	1
14380	['AWQ']	1	1	1
14381	['FSS']	1	1	1
14382	['FSR']	1	1	1
14383	['AVQ']	1	1	1
14384	['AVT']	1	1	1
14385	['AC8']	1	1	1
14386	['AAQ']	1	1	1
14387	['AC7']	1	1	1
14388	['FTU']	1	1	1
14389	['ABZ']	1	1	1
14390	['FTZ']	1	1	1
14391	['ABQ']	1	1	1
14392	['ABP']	1	1	1
14393	['FU9']	1	1	1
14394	['ALZ']	1	1	1
14395	['AW0']	1	1	1
14396	['AVY']	1	1	1
14397	['FTH']	1	1	1
14398	['FTE']	1	1	1
14399	['FTD']	1	1	1
14400	['FVW']	1	1	1
14401	['AWM']	1	1	1
14402	['ACF']	1	1	1
14403	['FV9']	1	1	1
14404	['ATT']	1	1	1
14405	['FUV']	1	1	1
14406	['FV1']	1	1	1
14407	['FV4']	1	1	1
14408	['AUE']	1	1	1
14409	['FV7']	1	1	1
14410	['AUG']	1	1	1
14411	['AV5']	1	1	1
14412	['AWJ']	1	1	1
14413	['FVD']	1	1	1
14414	['FVF']	1	1	1
14415	['FVG']	1	1	1
14416	['AUZ']	1	1	1
14417	['AUY']	1	1	1
14418	['FSN']	1	1	1
14419	['AWV']	1	1	1
14420	['ATX']	1	1	1
14421	['ATY']	1	1	1
14422	['ATZ']	1	1	1
14423	['AU4']	1	1	1
14424	['AWH']	1	1	1
14425	['FW1']	1	1	1
14426	['AWF']	1	1	1
14427	['FW4']	1	1	1
14428	['FW7']	1	1	1
14429	['AWA']	1	1	1
14430	['AW8']	1	1	1
14431	['AW4']	1	1	1
14432	['AV9']	1	1	1
14433	['FWA']	1	1	1
14434	['AV6']	1	1	1
14435	['FWB']	1	1	1
14436	['FWG']	1	1	1
14437	['FUH']	1	1	1
14438	['FVJ']	1	1	1
14439	['FTL']	1	1	1
14440	['FTI']	1	1	1
14441	['D7T']	1	1	1
14442	['AD4']	1	1	1
14443	['FH1']	1	1	1
14444	['ADB']	1	1	1
14445	['FH3']	1	1	1
14446	['FH4']	1	1	1
14447	['FH5']	1	1	1
14448	['FH9']	1	1	1
14449	['FIN']	1	1	1
14450	['FIR']	1	1	1
14451	['AE8']	1	1	1
14452	['FJY']	1	1	1
14453	['FK1']	1	1	1
14454	['FK4']	1	1	1
14455	['ACW']	1	1	1
14456	['ACS']	1	1	1
14457	['FKA']	1	1	1
14458	['AED']	1	1	1
14459	['ADF']	1	1	1
14460	['FGZ']	1	1	1
14461	['FGW']	1	1	1
14462	['AAS']	1	1	1
14463	['FHD']	1	1	1
14464	['A8P']	1	1	1
14465	['FHA']	1	1	1
14466	['A8N']	1	1	1
14467	['AAO']	1	1	1
14468	['FGF']	1	1	1
14469	['A8H']	1	1	1
14470	['FGM']	1	1	1
14471	['FGQ']	1	1	1
14472	['A8C']	1	1	1
14473	['A8B']	1	1	1
14474	['A89']	1	1	1
14475	['A88']	1	1	1
14476	['AEG']	1	1	1
14477	['FGV']	1	1	1
14478	['FKL']	1	1	1
14479	['AE7']	1	1	1
14480	['FWJ']	1	1	1
14481	['AAZ']	1	1	1
14482	['FJ6']	1	1	1
14483	['FJ7']	1	1	1
14484	['AB6']	1	1	1
14485	['FJE']	1	1	1
14486	['FJG']	1	1	1
14487	['FJH']	1	1	1
14488	['AB0']	1	1	1
14489	['FJJ']	1	1	1
14490	['FKM']	1	1	1
14491	['AAX']	1	1	1
14492	['AAV']	1	1	1
14493	['AAU']	1	1	1
14494	['FJM']	1	1	1
14495	['ABO']	1	1	1
14496	['FJS']	1	1	1
14497	['FP0']	1	1	1
14498	['FJ5']	1	1	1
14499	['ABB']	1	1	1
14500	['ABC']	1	1	1
14501	['ABD']	1	1	1
14502	['AE5']	1	1	1
14503	['FKN']	1	1	1
14504	['AE2']	1	1	1
14505	['FKO']	1	1	1
14506	['AE0']	1	1	1
14507	['ADW']	1	1	1
14508	['FJZ']	1	1	1
14509	['ADS']	1	1	1
14510	['FIT']	1	1	1
14511	['ADO']	1	1	1
14512	['ADL']	1	1	1
14513	['FJ1']	1	1	1
14514	['FJ2']	1	1	1
14515	['FJ3']	1	1	1
14516	['FJ4']	1	1	1
14517	['AUU']	1	1	1
14518	['AUQ']	1	1	1
14519	['AUP']	1	1	1
14520	['AP']	1	1	1
14521	['DA4']	1	1	1
14522	['AP9']	1	1	1
14523	['AP8']	1	1	1
14524	['D95']	1	1	1
14525	['AP3']	1	1	1
14526	['D94']	1	1	1
14527	['D93']	1	1	1
14528	['D92']	1	1	1
14529	['ANV']	1	1	1
14530	['D81']	1	1	1
14531	['D8B']	1	1	1
14532	['D8E']	1	1	1
14533	['D8H']	1	1	1
14534	['D8I']	1	1	1
14535	['AOQ']	1	1	1
14536	['AOO']	1	1	1
14537	['AON']	1	1	1
14538	['AOL']	1	1	1
14539	['DA3']	1	1	1
14540	['AOK']	1	1	1
14541	['AY1']	1	1	1
14542	['ATK']	1	1	1
14543	['ATH']	1	1	1
14544	['AOH']	1	1	1
14545	['AOE']	1	1	1
14546	['D99']	1	1	1
14547	['D9A']	1	1	1
14548	['D9B']	1	1	1
14549	['D9H']	1	1	1
14550	['D9K']	1	1	1
14551	['AO5']	1	1	1
14552	['AO2']	1	1	1
14553	['AO1']	1	1	1
14554	['D7W']	1	1	1
14555	['D9W']	1	1	1
14556	['D8K']	1	1	1
14557	['D8N']	1	1	1
14558	['AUO']	1	1	1
14559	['AN6']	1	1	1
14560	['DBR']	1	1	1
14561	['DBT']	1	1	1
14562	['DBW']	1	1	1
14563	['DBY']	1	1	1
14564	['ANK']	1	1	1
14565	['DC2']	1	1	1
14566	['DBD']	1	1	1
14567	['DAW']	1	1	1
14568	['ANT']	1	1	1
14569	['DAY']	1	1	1
14570	['DB4']	1	1	1
14571	['DB7']	1	1	1
14572	['AMY']	1	1	1
14573	['AMW']	1	1	1
14574	['DB9']	1	1	1
14575	['D7Y']	1	1	1
14576	['DBN']	1	1	1
14577	['DBK']	1	1	1
14578	['DBJ']	1	1	1
14579	['AMT']	1	1	1
14580	['D8S']	1	1	1
14581	['AMM']	1	1	1
14582	['AMJ']	1	1	1
14583	['D8Z']	1	1	1
14584	['D90']	1	1	1
14585	['D91']	1	1	1
14586	['AM9']	1	1	1
14587	['AM8']	1	1	1
14588	['DAA']	1	1	1
14589	['AM6']	1	1	1
14590	['AM5']	1	1	1
14591	['DBF']	1	1	1
14592	['DBI']	1	1	1
14593	['AM0']	1	1	1
14594	['AMS']	1	1	1
14595	['AXS']	1	1	1
14596	['FRL']	1	1	1
14597	['FRK']	1	1	1
14598	['FPT']	1	1	1
14599	['AYK']	1	1	1
14600	['FPH']	1	1	1
14601	['FPK']	1	1	1
14602	['B05']	1	1	1
14603	['B04']	1	1	1
14604	['B02']	1	1	1
14605	['B00']	1	1	1
14606	['AZY']	1	1	1
14607	['FRE']	1	1	1
14608	['AZX']	1	1	1
14609	['FPU']	1	1	1
14610	['AZU']	1	1	1
14611	['FPW']	1	1	1
14612	['FPX']	1	1	1
14613	['FR0']	1	1	1
14614	['FR1']	1	1	1
14615	['AYL']	1	1	1
14616	['FP7']	1	1	1
14617	['FP6']	1	1	1
14618	['FPZ']	1	1	1
14619	['AUN']	1	1	1
14620	['AUL']	1	1	1
14621	['FQJ']	1	1	1
14622	['AUJ']	1	1	1
14623	['AUI']	1	1	1
14624	['AWW']	1	1	1
14625	['FQG']	1	1	1
14626	['FQK']	1	1	1
14627	['FSM']	1	1	1
14628	['FQM']	1	1	1
14629	['AZ3']	1	1	1
14630	['AYW']	1	1	1
14631	['AYV']	1	1	1
14632	['FQ4']	1	1	1
14633	['FQ1']	1	1	1
14634	['FRV']	1	1	1
14635	['FS0']	1	1	1
14636	['AZL']	1	1	1
14637	['FRS']	1	1	1
14638	['AWZ']	1	1	1
14639	['FR5']	1	1	1
14640	['FR6']	1	1	1
14641	['FR7']	1	1	1
14642	['AYD']	1	1	1
14643	['AYC']	1	1	1
14644	['AYB']	1	1	1
14645	['FR8']	1	1	1
14646	['AY8']	1	1	1
14647	['AY7']	1	1	1
14648	['AY6']	1	1	1
14649	['AY5']	1	1	1
14650	['AWX']	1	1	1
14651	['AXZ']	1	1	1
14652	['FRC']	1	1	1
14653	['FR3']	1	1	1
14654	['FR2']	1	1	1
14655	['AZJ']	1	1	1
14656	['FRT']	1	1	1
14657	['AZC']	1	1	1
14658	['AYJ']	1	1	1
14659	['FS2']	1	1	1
14660	['FS7']	1	1	1
14661	['FS8']	1	1	1
14662	['AXK']	1	1	1
14663	['AXJ']	1	1	1
14664	['FS9']	1	1	1
14665	['AXH']	1	1	1
14666	['AXG']	1	1	1
14667	['AXE']	1	1	1
14668	['AXD']	1	1	1
14669	['FSG']	1	1	1
14670	['FSH']	1	1	1
14671	['FSL']	1	1	1
14672	['9JX']	1	1	1
14673	['CQL']	1	1	1
14674	['BX2']	1	1	1
14675	['E2K']	1	1	1
14676	['C0Z']	1	1	1
14677	['E28']	1	1	1
14678	['C1N']	1	1	1
14679	['E2I']	1	1	1
14680	['E2J']	1	1	1
14681	['C1I']	1	1	1
14682	['C1H']	1	1	1
14683	['C3Q']	1	1	1
14684	['C1C']	1	1	1
14685	['C1D']	1	1	1
14686	['C1B']	1	1	1
14687	['C1A']	1	1	1
14688	['E2P']	1	1	1
14689	['E34']	1	1	1
14690	['C16']	1	1	1
14691	['C13']	1	1	1
14692	['C0Y']	1	1	1
14693	['E27']	1	1	1
14694	['C07']	1	1	1
14695	['E38']	1	1	1
14696	['E3P']	1	1	1
14697	['E3Q']	1	1	1
14698	['C1Q']	1	1	1
14699	['C0W']	1	1	1
14700	['C0V']	1	1	1
14701	['E3Z']	1	1	1
14702	['C0Q']	1	1	1
14703	['C0P']	1	1	1
14704	['C0M']	1	1	1
14705	['C0J']	1	1	1
14706	['C0H']	1	1	1
14707	['E43']	1	1	1
14708	['C0E']	1	1	1
14709	['E46']	1	1	1
14710	['E26']	1	1	1
14711	['E36']	1	1	1
14712	['E37']	1	1	1
14713	['E3N']	1	1	1
14714	['EEA']	1	1	1
14715	['C7L']	1	1	1
14716	['C7J']	1	1	1
14717	['C7H']	1	1	1
14718	['EDZ']	1	1	1
14719	['C77']	1	1	1
14720	['C73']	1	1	1
14721	['EE7']	1	1	1
14722	['C5Z']	1	1	1
14723	['EEK']	1	1	1
14724	['C5X']	1	1	1
14725	['C5W']	1	1	1
14726	['C4N']	1	1	1
14727	['C4M']	1	1	1
14728	['EEB']	1	1	1
14729	['C4K']	1	1	1
14730	['EEC']	1	1	1
14731	['C7M']	1	1	1
14732	['C7N']	1	1	1
14733	['EDS']	1	1	1
14734	['EEF']	1	1	1
14735	['EEN']	1	1	1
14736	['C6R']	1	1	1
14737	['C6Q']	1	1	1
14738	['EEQ']	1	1	1
14739	['EEU']	1	1	1
14740	['EF1']	1	1	1
14741	['EDH']	1	1	1
14742	['C6B']	1	1	1
14743	['C6A']	1	1	1
14744	['EFD']	1	1	1
14745	['C63']	1	1	1
14746	['EEJ']	1	1	1
14747	['C6U']	1	1	1
14748	['C60']	1	1	1
14749	['C6Z']	1	1	1
14750	['E3O']	1	1	1
14751	['E3K']	1	1	1
14752	['E8S']	1	1	1
14753	['9XF']	1	1	1
14754	['9VU']	1	1	1
14755	['E82']	1	1	1
14756	['E86']	1	1	1
14757	['9WM']	1	1	1
14758	['9WO']	1	1	1
14759	['E88']	1	1	1
14760	['E8C']	1	1	1
14761	['E4D']	1	1	1
14762	['9X3']	1	1	1
14763	['9XC']	1	1	1
14764	['9XB']	1	1	1
14765	['E49']	1	1	1
14766	['9X9']	1	1	1
14767	['9X8']	1	1	1
14768	['E9A']	1	1	1
14769	['9VP']	1	1	1
14770	['E7Z']	1	1	1
14771	['E7W']	1	1	1
14772	['9VZ']	1	1	1
14773	['E7V']	1	1	1
14774	['9YQ']	1	1	1
14775	['9YO']	1	1	1
14776	['E94']	1	1	1
14777	['9XN']	1	1	1
14778	['9XJ']	1	1	1
14779	['9WJ']	1	1	1
14780	['E96']	1	1	1
14781	['E97']	1	1	1
14782	['9WE']	1	1	1
14783	['E8G']	1	1	1
14784	['E7D']	1	1	1
14785	['9W8']	1	1	1
14786	['E7E']	1	1	1
14787	['E7H']	1	1	1
14788	['E7T']	1	1	1
14789	['9X5']	1	1	1
14790	['E14']	1	1	1
14791	['C30']	1	1	1
14792	['C3M']	1	1	1
14793	['E0E']	1	1	1
14794	['C24']	1	1	1
14795	['E0K']	1	1	1
14796	['E0M']	1	1	1
14797	['E0N']	1	1	1
14798	['E0P']	1	1	1
14799	['E0S']	1	1	1
14800	['E0V']	1	1	1
14801	['E15']	1	1	1
14802	['C3H']	1	1	1
14803	['C3F']	1	1	1
14804	['E22']	1	1	1
14805	['C3D']	1	1	1
14806	['E3B']	1	1	1
14807	['E3G']	1	1	1
14808	['C33']	1	1	1
14809	['C27']	1	1	1
14810	['E0D']	1	1	1
14811	['E0C']	1	1	1
14812	['E0B']	1	1	1
14813	['E16']	1	1	1
14814	['E17']	1	1	1
14815	['E18']	1	1	1
14816	['9WT']	1	1	1
14817	['E1B']	1	1	1
14818	['9X4']	1	1	1
14819	['E48']	1	1	1
14820	['E1P']	1	1	1
14821	['E1S']	1	1	1
14822	['E1Z']	1	1	1
14823	['C2J']	1	1	1
14824	['E12']	1	1	1
14825	['E10']	1	1	1
14826	['E0A']	1	1	1
14827	['C2D']	1	1	1
14828	['EFK']	1	1	1
14829	['EFL']	1	1	1
14830	['EFM']	1	1	1
14831	['ED8']	1	1	1
14832	['BTS']	1	1	1
14833	['BTO']	1	1	1
14834	['ECV']	1	1	1
14835	['ED1']	1	1	1
14836	['BTH']	1	1	1
14837	['ED4']	1	1	1
14838	['ED7']	1	1	1
14839	['ED9']	1	1	1
14840	['BYP']	1	1	1
14841	['BT8']	1	1	1
14842	['BTJ']	1	1	1
14843	['EDB']	1	1	1
14844	['EBI']	1	1	1
14845	['EBM']	1	1	1
14846	['EBN']	1	1	1
14847	['BYX']	1	1	1
14848	['BTV']	1	1	1
14849	['BTW']	1	1	1
14850	['EBD']	1	1	1
14851	['BTZ']	1	1	1
14852	['EB9']	1	1	1
14853	['EBC']	1	1	1
14854	['EAE']	1	1	1
14855	['E9N']	1	1	1
14856	['E9S']	1	1	1
14857	['E9T']	1	1	1
14858	['E9W']	1	1	1
14859	['BSB']	1	1	1
14860	['BS8']	1	1	1
14861	['E9Z']	1	1	1
14862	['EA5']	1	1	1
14863	['BT1']	1	1	1
14864	['BT2']	1	1	1
14865	['BT3']	1	1	1
14866	['EAD']	1	1	1
14867	['EBT']	1	1	1
14868	['EBV']	1	1	1
14869	['C48']	1	1	1
14870	['BZ9']	1	1	1
14871	['DQ2']	1	1	1
14872	['DQ6']	1	1	1
14873	['BZN']	1	1	1
14874	['DQ7']	1	1	1
14875	['DQB']	1	1	1
14876	['BZC']	1	1	1
14877	['DQD']	1	1	1
14878	['BZ8']	1	1	1
14879	['BYM']	1	1	1
14880	['BZ6']	1	1	1
14881	['DQJ']	1	1	1
14882	['DQM']	1	1	1
14883	['BY5']	1	1	1
14884	['DQP']	1	1	1
14885	['DPU']	1	1	1
14886	['BX5']	1	1	1
14887	['BZR']	1	1	1
14888	['BZT']	1	1	1
14889	['DPZ']	1	1	1
14890	['DPW']	1	1	1
14891	['EBY']	1	1	1
14892	['EC2']	1	1	1
14893	['BYH']	1	1	1
14894	['EC4']	1	1	1
14895	['EC5']	1	1	1
14896	['EC7']	1	1	1
14897	['EC8']	1	1	1
14898	['BYA']	1	1	1
14899	['BZ4']	1	1	1
14900	['E08']	1	1	1
14901	['BZ5']	1	1	1
14902	['C02']	1	1	1
14903	['C01']	1	1	1
14904	['DKS']	1	1	1
14905	['BZY']	1	1	1
14906	['EB8']	1	1	1
14907	['BSV']	1	1	1
14908	['BSW']	1	1	1
14909	['C4Z']	1	1	1
14910	['EHQ']	1	1	1
14911	['EHT']	1	1	1
14912	['EHV']	1	1	1
14913	['C53']	1	1	1
14914	['EGJ']	1	1	1
14915	['EFN']	1	1	1
14916	['EFP']	1	1	1
14917	['C4Y']	1	1	1
14918	['EB7']	1	1	1
14919	['EFQ']	1	1	1
14920	['EFT']	1	1	1
14921	['C7U']	1	1	1
14922	['EFU']	1	1	1
14923	['EFV']	1	1	1
14924	['EFW']	1	1	1
14925	['BV5']	1	1	1
14926	['EHH']	1	1	1
14927	['C5D']	1	1	1
14928	['C5K']	1	1	1
14929	['C5M']	1	1	1
14930	['EGT']	1	1	1
14931	['EGZ']	1	1	1
14932	['C40']	1	1	1
14933	['C3Z']	1	1	1
14934	['C3X']	1	1	1
14935	['EH2']	1	1	1
14936	['C3V']	1	1	1
14937	['C4P']	1	1	1
14938	['C4Q']	1	1	1
14939	['C4T']	1	1	1
14940	['EH5']	1	1	1
14941	['EH8']	1	1	1
14942	['C5U']	1	1	1
14943	['EHA']	1	1	1
14944	['EHD']	1	1	1
14945	['EFY']	1	1	1
14946	['EG1']	1	1	1
14947	['EG2']	1	1	1
14948	['BVZ']	1	1	1
14949	['BVV']	1	1	1
14950	['BVS']	1	1	1
14951	['EAV']	1	1	1
14952	['EAW']	1	1	1
14953	['EB1']	1	1	1
14954	['BVN']	1	1	1
14955	['BVM']	1	1	1
14956	['BVL']	1	1	1
14957	['BVJ']	1	1	1
14958	['EB2']	1	1	1
14959	['BVE']	1	1	1
14960	['EB3']	1	1	1
14961	['EB5']	1	1	1
14962	['BU6']	1	1	1
14963	['BU5']	1	1	1
14964	['BVY']	1	1	1
14965	['BW1']	1	1	1
14966	['EG3']	1	1	1
14967	['EAS']	1	1	1
14968	['BUY']	1	1	1
14969	['BUW']	1	1	1
14970	['BUV']	1	1	1
14971	['BUU']	1	1	1
14972	['BUR']	1	1	1
14973	['BUP']	1	1	1
14974	['BUN']	1	1	1
14975	['EG5']	1	1	1
14976	['BUK']	1	1	1
14977	['EG6']	1	1	1
14978	['BUH']	1	1	1
14979	['EG7']	1	1	1
14980	['EDJ']	1	1	1
14981	['BVA']	1	1	1
14982	['EB0']	1	1	1
14983	['E90']	1	1	1
14984	['9YZ']	1	1	1
14985	['9JS']	1	1	1
14986	['A0B']	1	1	1
14987	['9ZV']	1	1	1
14988	['D32']	1	1	1
14989	['9ZQ']	1	1	1
14990	['9ZP']	1	1	1
14991	['9ZM']	1	1	1
14992	['D34']	1	1	1
14993	['D35']	1	1	1
14994	['A0C']	1	1	1
14995	['A14']	1	1	1
14996	['D36']	1	1	1
14997	['A0H']	1	1	1
14998	['A1A']	1	1	1
14999	['A19']	1	1	1
15000	['A18']	1	1	1
15001	['D37']	1	1	1
15002	['D38']	1	1	1
15003	['D31']	1	1	1
15004	['9ZZ']	1	1	1
15005	['D30']	1	1	1
15006	['A02']	1	1	1
15007	['A2I']	1	1	1
15008	['D0U']	1	1	1
15009	['D14']	1	1	1
15010	['A2D']	1	1	1
15011	['D1Y']	1	1	1
15012	['A29']	1	1	1
15013	['A1E']	1	1	1
15014	['A1C']	1	1	1
15015	['D2R']	1	1	1
15016	['A08']	1	1	1
15017	['A07']	1	1	1
15018	['A06']	1	1	1
15019	['A05']	1	1	1
15020	['A04']	1	1	1
15021	['D2U']	1	1	1
15022	['A15']	1	1	1
15023	['A13']	1	1	1
15024	['A2K']	1	1	1
15025	['D2C']	1	1	1
15026	['A5K']	1	1	1
15027	['A5J']	1	1	1
15028	['D28']	1	1	1
15029	['D29']	1	1	1
15030	['A5E']	1	1	1
15031	['D2B']	1	1	1
15032	['A5C']	1	1	1
15033	['D2E']	1	1	1
15034	['D39']	1	1	1
15035	['A57']	1	1	1
15036	['D2F']	1	1	1
15037	['D2H']	1	1	1
15038	['D2J']	1	1	1
15039	['A53']	1	1	1
15040	['A5Y']	1	1	1
15041	['D2M']	1	1	1
15042	['D27']	1	1	1
15043	['A5Q']	1	1	1
15044	['D24']	1	1	1
15045	['A5U']	1	1	1
15046	['D3A']	1	1	1
15047	['A0T']	1	1	1
15048	['A0S']	1	1	1
15049	['A0R']	1	1	1
15050	['D2S']	1	1	1
15051	['A0P']	1	1	1
15052	['A0L']	1	1	1
15053	['D2Q']	1	1	1
15054	['A0J']	1	1	1
15055	['A0W']	1	1	1
15056	['9ZF']	1	1	1
15057	['D21']	1	1	1
15058	['D2O']	1	1	1
15059	['A5W']	1	1	1
15060	['D23']	1	1	1
15061	['A2J']	1	1	1
15062	['D0R']	1	1	1
15063	['E8R']	1	1	1
15064	['CQ0']	1	1	1
15065	['CP9']	1	1	1
15066	['CQ6']	1	1	1
15067	['9GX']	1	1	1
15068	['CPO']	1	1	1
15069	['9HP']	1	1	1
15070	['CPX']	1	1	1
15071	['9HN']	1	1	1
15072	['CQ3']	1	1	1
15073	['9H8']	1	1	1
15074	['D3F']	1	1	1
15075	['9HH']	1	1	1
15076	['D1J']	1	1	1
15077	['D19']	1	1	1
15078	['D1A']	1	1	1
15079	['D1B']	1	1	1
15080	['D1C']	1	1	1
15081	['9G9']	1	1	1
15082	['CQ7']	1	1	1
15083	['9GD']	1	1	1
15084	['9GF']	1	1	1
15085	['9JO']	1	1	1
15086	['CQN']	1	1	1
15087	['CQP']	1	1	1
15088	['9HT']	1	1	1
15089	['9HQ']	1	1	1
15090	['9GV']	1	1	1
15091	['9GU']	1	1	1
15092	['9GS']	1	1	1
15093	['CQT']	1	1	1
15094	['CQU']	1	1	1
15095	['CQV']	1	1	1
15096	['CQW']	1	1	1
15097	['9GL']	1	1	1
15098	['CQZ']	1	1	1
15099	['9GH']	1	1	1
15100	['9H9']	1	1	1
15101	['9H7']	1	1	1
15102	['A2O']	1	1	1
15103	['D0H']	1	1	1
15104	['A1N']	1	1	1
15105	['D17']	1	1	1
15106	['A1K']	1	1	1
15107	['A1H']	1	1	1
15108	['A27']	1	1	1
15109	['A1F']	1	1	1
15110	['A28']	1	1	1
15111	['A31']	1	1	1
15112	['9H6']	1	1	1
15113	['A2Y']	1	1	1
15114	['A2X']	1	1	1
15115	['A2W']	1	1	1
15116	['A2V']	1	1	1
15117	['D0K']	1	1	1
15118	['D0O']	1	1	1
15119	['D0P']	1	1	1
15120	['D18']	1	1	1
15121	['D1V']	1	1	1
15122	['D1U']	1	1	1
15123	['A1S']	1	1	1
15124	['D1F']	1	1	1
15125	['9H4']	1	1	1
15126	['9H3']	1	1	1
15127	['A6Z']	1	1	1
15128	['9RS']	1	1	1
15129	['D1I']	1	1	1
